s,definition_count,definitions
http://purl.obolibrary.org/obo/EUPATH_0010809,2,a categorical measurement datum that specifies whether Strongyloides stercoralis was detected by a microscopy assay|a categorical measurement datum that specifies whether Strongyloides stercoralis was detected by microscopy
